"","ILAM","ILAM2","ILCA","ILCO2","ILCO","ILCU3","ILDE","ILGL","ILKR","ILLA","ILLO","ILMO","ILMU","ILMY","ILOP","ILOPA","ILVE","ILVO","OID","State","County","sum"
"639",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"961","Illinois","Johnson",2
"640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"920","Illinois","Kane",0
"641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1988","Illinois","Kankakee",1
"642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22","Illinois","Kendall",0
"643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"724","Illinois","Knox",0
"644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2379","Illinois","Lake",1
"645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3206","Illinois","LaSalle",1
"646",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"3","Illinois","Lawrence",2
"647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"141","Illinois","Lee",1
"648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"623","Illinois","Livingston",0
"649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"168","Illinois","Logan",0
"650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1195","Illinois","McDonough",0
"651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1103","Illinois","McHenry",1
"652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3001","Illinois","McLean",0
"653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"191","Illinois","Macon",0
"654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"208","Illinois","Macoupin",0
"655",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2378","Illinois","Madison",1
"656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1981","Illinois","Marion",0
"657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1778","Illinois","Marshall",0
"658",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1997","Illinois","Mason",1
"659",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1840","Illinois","Massac",1
"660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2000","Illinois","Menard",0
"661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1514","Illinois","Mercer",0
"662",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"918","Illinois","Monroe",1
"663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1234","Illinois","Montgomery",0
"664",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1552","Illinois","Morgan",1
"665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"57","Illinois","Moultrie",0
"666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"610","Illinois","Ogle",1
"667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2860","Illinois","Peoria",0
"668",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"701","Illinois","Perry",1
"669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3193","Illinois","Piatt",0
"670",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3012","Illinois","Pike",1
"671",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"864","Illinois","Pope",2
"672",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1561","Illinois","Pulaski",1
"673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"195","Illinois","Putnam",0
"674",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2672","Illinois","Randolph",1
"675",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"824","Illinois","Richland",1
"676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2937","Illinois","Rock Island",0
"677",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1749","Illinois","St. Clair",1
"678",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"197","Illinois","Saline",2
"679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1685","Illinois","Sangamon",0
"680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1655","Illinois","Schuyler",0
"681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"416","Illinois","Scott",0
"682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3212","Illinois","Shelby",0
"683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"833","Illinois","Stark",0
"684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1730","Illinois","Stephenson",0
"685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"982","Illinois","Tazewell",0
"686",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"3210","Illinois","Union",3
"687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2998","Illinois","Vermilion",0
"688",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"2470","Illinois","Wabash",2
"689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"548","Illinois","Warren",0
"690",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1708","Illinois","Washington",1
"691",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"478","Illinois","Wayne",1
"692",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2769","Illinois","White",1
"693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3099","Illinois","Whiteside",0
"694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1005","Illinois","Will",1
"695",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"480","Illinois","Williamson",1
"696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"546","Illinois","Winnebago",1
"697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2516","Illinois","Woodford",0
"698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1197","Indiana","Adams",1
"699",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"2409","Indiana","Allen",2
"700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"70","Indiana","Bartholomew",1
"701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"888","Indiana","Benton",0
"702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2761","Indiana","Blackford",0
"703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"788","Indiana","Boone",0
"704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"539","Indiana","Brown",0
"705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2563","Indiana","Carroll",0
"706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"413","Indiana","Cass",0
"707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"836","Indiana","Clark",0
"708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3132","Indiana","Clay",1
"709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2048","Indiana","Clinton",0
"710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2539","Indiana","Crawford",1
"711",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"2086","Indiana","Daviess",2
"712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"837","Indiana","Dearborn",0
"713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"71","Indiana","Decatur",1
"714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"198","Indiana","DeKalb",1
"715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"349","Indiana","Delaware",1
"716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2696","Indiana","Dubois",1
"717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2390","Indiana","Elkhart",1
"718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"573","Indiana","Fayette",0
"719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1196","Indiana","Floyd",0
"720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1846","Indiana","Fountain",1
"721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"157","Indiana","Franklin",1
"722",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"752","Indiana","Fulton",2
"723",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"3016","Indiana","Gibson",1
"724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"530","Indiana","Grant",1
"725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"674","Indiana","Greene",0
"726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"510","Indiana","Hamilton",1
"727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1279","Indiana","Hancock",0
"728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1124","Indiana","Harrison",1
"729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"456","Indiana","Hendricks",1
"730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1845","Indiana","Henry",1
"731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1927","Indiana","Howard",1
"732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2513","Indiana","Huntington",1
"733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"523","Indiana","Jackson",1
"734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"921","Indiana","Jasper",1
"735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2596","Indiana","Jay",0
"736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2846","Indiana","Jefferson",1
"737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1036","Indiana","Jennings",1
"738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2479","Indiana","Johnson",0
"739",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2373","Indiana","Knox",1
"740",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"184","Indiana","Kosciusko",2
"741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1832","Indiana","LaGrange",0
"742",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"3174","Indiana","Lake",2
"743",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1813","Indiana","LaPorte",2
"744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"636","Indiana","Lawrence",1
"745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1882","Indiana","Madison",0
"746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1928","Indiana","Marion",1
"747",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"209","Indiana","Marshall",2
"748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"924","Indiana","Martin",0
"749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1037","Indiana","Miami",0
"750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"865","Indiana","Monroe",1
"751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"549","Indiana","Montgomery",1
"752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1929","Indiana","Morgan",0
"753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"3118","Indiana","Newton",1
"754",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"823","Indiana","Noble",2
"755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1322","Indiana","Ohio",0
"756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1031","Indiana","Orange",0
"757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"687","Indiana","Owen",1
"758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2485","Indiana","Parke",1
"759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1410","Indiana","Perry",0
"760",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"960","Indiana","Pike",1
"761",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1814","Indiana","Porter",2
"762",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"1546","Indiana","Posey",2
"763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"874","Indiana","Pulaski",1
"764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"166","Indiana","Putnam",0
"765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"722","Indiana","Randolph",1
"766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"54","Indiana","Ripley",1
"767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2848","Indiana","Rush",0
"768",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"354","Indiana","St. Joseph",2
"769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2482","Indiana","Scott",1
"770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3176","Indiana","Shelby",0
"771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3196","Indiana","Spencer",0
"772",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"460","Indiana","Starke",2
"773",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"1435","Indiana","Steuben",2
"774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2783","Indiana","Sullivan",1
"775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1125","Indiana","Switzerland",1
"776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"635","Indiana","Tippecanoe",1
"777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2763","Indiana","Tipton",0
"778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1736","Indiana","Union",0
"779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"963","Indiana","Vanderburgh",0
"780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1030","Indiana","Vermillion",0
"781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1006","Indiana","Vigo",0
"782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"843","Indiana","Wabash",0
"783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1729","Indiana","Warren",0
"784",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2556","Indiana","Warrick",1
"785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1474","Indiana","Washington",0
"786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"2289","Indiana","Wayne",1
"787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"256","Indiana","Wells",1
"788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"1673","Indiana","White",1
"789",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,"420","Indiana","Whitley",2
"790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1475","Iowa","Adair",0
"791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1722","Iowa","Adams",0
"792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1323","Iowa","Allamakee",0
"793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"153","Iowa","Appanoose",0
"794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2481","Iowa","Audubon",0
"795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"196","Iowa","Benton",0
"796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"307","Iowa","Black Hawk",0
"797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"210","Iowa","Boone",0
"798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"496","Iowa","Bremer",0
"799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"923","Iowa","Buchanan",0
"800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"310","Iowa","Buena Vista",0
"801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"72","Iowa","Butler",0
"802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"311","Iowa","Calhoun",0
"803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"143","Iowa","Carroll",0
"804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"351","Iowa","Cass",0
"805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2459","Iowa","Cedar",0
"806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"363","Iowa","Cerro Gordo",0
"807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"922","Iowa","Cherokee",0
"808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"740","Iowa","Chickasaw",0
"809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2832","Iowa","Clarke",0
"810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"364","Iowa","Clay",0
"811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2028","Iowa","Clayton",0
"812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1764","Iowa","Clinton",0
"813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"355","Iowa","Crawford",0
"814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2915","Iowa","Dallas",0
"815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"357","Iowa","Davis",0
"816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1738","Iowa","Decatur",0
"817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2649","Iowa","Delaware",0
"818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2243","Iowa","Des Moines",0
"819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2790","Iowa","Dickinson",0
"820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1411","Iowa","Dubuque",0
"821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"278","Iowa","Emmet",0
"822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"142","Iowa","Fayette",0
"823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"279","Iowa","Floyd",0
"824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"298","Iowa","Franklin",0
"825",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1229","Iowa","Fremont",0
"826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"122","Iowa","Greene",0
"827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"681","Iowa","Grundy",0
"828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1478","Iowa","Guthrie",0
"829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"300","Iowa","Hamilton",0
"830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"737","Iowa","Hancock",0
"831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","Iowa","Hardin",0
"832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1786","Iowa","Harrison",0
"833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"508","Iowa","Henry",0
"834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"320","Iowa","Howard",0
"835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"738","Iowa","Humboldt",0
"836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3148","Iowa","Ida",0
"837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"894","Iowa","Iowa",0
"838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2974","Iowa","Jackson",0
"839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"562","Iowa","Jasper",0
"840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"135","Iowa","Jefferson",0
"841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"253","Iowa","Johnson",0
"842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"134","Iowa","Jones",0
"843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"254","Iowa","Keokuk",0
"844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"695","Iowa","Kossuth",0
"845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1983","Iowa","Lee",0
"846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"325","Iowa","Linn",0
"847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2536","Iowa","Louisa",0
"848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"286","Iowa","Lucas",0
"849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1299","Iowa","Lyon",0
"850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"479","Iowa","Madison",0
"851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"75","Iowa","Mahaska",0
"852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"326","Iowa","Marion",0
"853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3181","Iowa","Marshall",0
"854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1933","Iowa","Mills",0
"855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"43","Iowa","Mitchell",0
"856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2826","Iowa","Monona",0
"857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1718","Iowa","Monroe",0
"858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1583","Iowa","Montgomery",0
"859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2230","Iowa","Muscatine",0
"860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1974","Iowa","O'Brien",0
"861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3006","Iowa","Osceola",0
"862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2764","Iowa","Page",0
"863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"189","Iowa","Palo Alto",0
"864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3023","Iowa","Plymouth",0
"865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"804","Iowa","Pocahontas",0
"866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1582","Iowa","Polk",0
"867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1691","Iowa","Pottawattamie",0
"868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"167","Iowa","Poweshiek",0
"869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2829","Iowa","Ringgold",0
"870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2480","Iowa","Sac",0
"871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2610","Iowa","Scott",0
"872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2641","Iowa","Shelby",0
"873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2732","Iowa","Sioux",0
"874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"192","Iowa","Story",0
"875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"509","Iowa","Tama",0
"876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3159","Iowa","Taylor",0
"877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"255","Iowa","Union",0
"878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"414","Iowa","Van Buren",0
"879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"786","Iowa","Wapello",0
"880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"697","Iowa","Warren",0
"881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2491","Iowa","Washington",0
"882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"246","Iowa","Wayne",0
"883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"194","Iowa","Webster",0
"884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"158","Iowa","Winnebago",0
"885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2680","Iowa","Winneshiek",0
"886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1716","Iowa","Woodbury",0
"887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"370","Iowa","Worth",0
"888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"718","Iowa","Wright",0
"889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"815","Kansas","Allen",0
"890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2402","Kansas","Anderson",0
"891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3199","Kansas","Atchison",0
"892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1007","Kansas","Barber",0
"893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1038","Kansas","Barton",0
