"","ILAM","ILAM2","ILCA","ILCO2","ILCO","ILCU3","ILDE","ILGL","ILKR","ILLA","ILLO","ILMO","ILMU","ILMY","ILOP","ILOPA","ILVE","ILVO","OID","State","County","sum"
"1",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"3043","Alabama","Autauga",5
"2",1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,1,"40","Alabama","Baldwin",10
"3",0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,"3044","Alabama","Barbour",4
"4",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2822","Alabama","Bibb",4
"5",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"774","Alabama","Blount",5
"6",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"1822","Alabama","Bullock",3
"7",0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,"696","Alabama","Butler",4
"8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"3035","Alabama","Calhoun",2
"9",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2589","Alabama","Chambers",2
"10",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3098","Alabama","Cherokee",0
"11",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"3073","Alabama","Chilton",5
"12",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"1047","Alabama","Choctaw",4
"13",0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,"2076","Alabama","Clarke",5
"14",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"910","Alabama","Clay",4
"15",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"2957","Alabama","Cleburne",2
"16",0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,"2785","Alabama","Coffee",7
"17",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"983","Alabama","Colbert",2
"18",1,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,"2425","Alabama","Conecuh",7
"19",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"2175","Alabama","Coosa",5
"20",0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,"1418","Alabama","Covington",6
"21",1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,"3002","Alabama","Crenshaw",5
"22",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"728","Alabama","Cullman",5
"23",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"3003","Alabama","Dale",3
"24",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"1504","Alabama","Dallas",5
"25",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"2369","Alabama","DeKalb",5
"26",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"1549","Alabama","Elmore",3
"27",1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,"2576","Alabama","Escambia",7
"28",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1248","Alabama","Etowah",1
"29",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"113","Alabama","Fayette",3
"30",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"41","Alabama","Franklin",3
"31",0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,"104","Alabama","Geneva",7
"32",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"2948","Alabama","Greene",4
"33",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2098","Alabama","Hale",2
"34",0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"2117","Alabama","Henry",3
"35",0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,"1436","Alabama","Houston",3
"36",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2324","Alabama","Jackson",4
"37",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1864","Alabama","Jefferson",2
"38",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"859","Alabama","Lamar",3
"39",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2583","Alabama","Lauderdale",3
"40",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1144","Alabama","Lawrence",3
"41",1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,1,"1996","Alabama","Lee",8
"42",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1446","Alabama","Limestone",1
"43",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2657","Alabama","Lowndes",3
"44",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2730","Alabama","Macon",3
"45",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1926","Alabama","Madison",2
"46",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2859","Alabama","Marengo",3
"47",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2912","Alabama","Marion",1
"48",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1145","Alabama","Marshall",2
"49",1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,"1955","Alabama","Mobile",8
"50",0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,"581","Alabama","Monroe",7
"51",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2025","Alabama","Montgomery",3
"52",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"794","Alabama","Morgan",1
"53",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2426","Alabama","Perry",2
"54",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2869","Alabama","Pickens",4
"55",1,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,"1823","Alabama","Pike",6
"56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"386","Alabama","Randolph",1
"57",0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,"2885","Alabama","Russell",4
"58",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1386","Alabama","St. Clair",2
"59",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2842","Alabama","Shelby",1
"60",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,"1093","Alabama","Sumter",3
"61",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"2308","Alabama","Talladega",2
"62",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,"558","Alabama","Tallapoosa",3
"63",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"1600","Alabama","Tuscaloosa",5
"64",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2927","Alabama","Walker",3
"65",0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,"2811","Alabama","Washington",6
"66",0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"2077","Alabama","Wilcox",4
"67",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"1143","Alabama","Winston",4
"68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2115","Alaska","Aleutians East",0
"69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"205","Alaska","Aleutians West",0
"70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1078","Alaska","Anchorage",0
"71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"402","Alaska","Bethel",0
"72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2122","Alaska","Bristol Bay",0
"73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3054","Alaska","Denali",0
"74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1383","Alaska","Dillingham",0
"75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"341","Alaska","Fairbanks North Star",0
"76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","Alaska","Haines",0
"77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"698","Alaska","Hoonah-Angoon",0
"78",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2113","Alaska","Juneau",0
"79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3153","Alaska","Kenai Peninsula",0
"80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"406","Alaska","Ketchikan Gateway",0
"81",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2123","Alaska","Kodiak Island",0
"82",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"571","Alaska","Kusilvak",0
"83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"251","Alaska","Lake and Peninsula",0
"84",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2325","Alaska","Matanuska-Susitna",0
"85",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"348","Alaska","Nome",0
"86",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"538","Alaska","North Slope",0
"87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"621","Alaska","Northwest Arctic",0
"88",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"223","Alaska","Petersburg",0
"89",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"764","Alaska","Prince of Wales-Hyder",0
"90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"671","Alaska","Sitka",0
"91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"429","Alaska","Skagway",0
"92",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"507","Alaska","Southeast Fairbanks",0
"93",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"773","Alaska","Valdez-Cordova",0
"94",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"163","Alaska","Wrangell",0
"95",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2294","Alaska","Yakutat",0
"96",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"780","Alaska","Yukon-Koyukuk",0
"97",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2233","Arizona","Apache",0
"98",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2554","Arizona","Cochise",0
"99",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"618","Arizona","Coconino",0
"100",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"809","Arizona","Gila",0
"101",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3194","Arizona","Graham",0
"102",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1130","Arizona","Greenlee",0
"103",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"281","Arizona","La Paz",0
"104",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2983","Arizona","Maricopa",0
"105",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","Arizona","Mohave",0
"106",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1131","Arizona","Navajo",0
"107",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"860","Arizona","Pima",0
"108",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1496","Arizona","Pinal",0
"109",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2293","Arizona","Santa Cruz",0
"110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1184","Arizona","Yavapai",0
"111",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1447","Arizona","Yuma",0
"112",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2494","Arkansas","Arkansas",2
"113",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"1132","Arkansas","Ashley",4
"114",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2259","Arkansas","Baxter",1
"115",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"984","Arkansas","Benton",1
"116",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1617","Arkansas","Boone",1
"117",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1779","Arkansas","Bradley",2
"118",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2599","Arkansas","Calhoun",2
"119",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2350","Arkansas","Carroll",1
"120",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1989","Arkansas","Chicot",2
"121",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2776","Arkansas","Clark",4
"122",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"993","Arkansas","Clay",2
"123",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"820","Arkansas","Cleburne",1
"124",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"730","Arkansas","Cleveland",2
"125",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1827","Arkansas","Columbia",2
"126",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1833","Arkansas","Conway",3
"127",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2808","Arkansas","Craighead",2
"128",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2735","Arkansas","Crawford",1
"129",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2841","Arkansas","Crittenden",2
"130",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"50","Arkansas","Cross",2
"131",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"3190","Arkansas","Dallas",2
"132",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2473","Arkansas","Desha",3
"133",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2873","Arkansas","Drew",3
"134",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"164","Arkansas","Faulkner",3
"135",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2933","Arkansas","Franklin",1
"136",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2264","Arkansas","Fulton",1
"137",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"20","Arkansas","Garland",5
"138",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"231","Arkansas","Grant",2
"139",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1510","Arkansas","Greene",2
"140",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"2413","Arkansas","Hempstead",4
"141",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"1146","Arkansas","Hot Spring",3
"142",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2389","Arkansas","Howard",2
"143",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,"2718","Arkansas","Independence",3
"144",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1536","Arkansas","Izard",2
"145",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1284","Arkansas","Jackson",1
"146",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2295","Arkansas","Jefferson",2
"147",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2936","Arkansas","Johnson",3
"148",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2004","Arkansas","Lafayette",2
"149",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2623","Arkansas","Lawrence",1
"150",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"3063","Arkansas","Lee",2
"151",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2329","Arkansas","Lincoln",2
"152",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2399","Arkansas","Little River",2
"153",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2400","Arkansas","Logan",2
"154",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"729","Arkansas","Lonoke",2
"155",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"995","Arkansas","Madison",1
"156",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2045","Arkansas","Marion",2
"157",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2594","Arkansas","Miller",2
"158",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"3029","Arkansas","Mississippi",2
"159",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2427","Arkansas","Monroe",2
"160",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"302","Arkansas","Montgomery",5
"161",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1208","Arkansas","Nevada",2
"162",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2951","Arkansas","Newton",2
"163",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"3078","Arkansas","Ouachita",3
"164",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1209","Arkansas","Perry",2
"165",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2521","Arkansas","Phillips",2
"166",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"2835","Arkansas","Pike",5
"167",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2311","Arkansas","Poinsett",3
"168",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"2749","Arkansas","Polk",5
"169",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2219","Arkansas","Pope",2
"170",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2944","Arkansas","Prairie",1
"171",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,"2719","Arkansas","Pulaski",4
"172",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2258","Arkansas","Randolph",1
"173",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"2114","Arkansas","St. Francis",2
"174",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,"2492","Arkansas","Saline",4
"175",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"1243","Arkansas","Scott",2
"176",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1601","Arkansas","Searcy",1
"177",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2177","Arkansas","Sebastian",1
"178",0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,"3105","Arkansas","Sevier",3
"179",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2138","Arkansas","Sharp",1
"180",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1602","Arkansas","Stone",2
"181",1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"826","Arkansas","Union",3
"182",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"846","Arkansas","Van Buren",1
"183",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1242","Arkansas","Washington",1
"184",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"2515","Arkansas","White",1
"185",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"1634","Arkansas","Woodruff",1
"186",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"994","Arkansas","Yell",1
"187",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1715","California","Alameda",0
"188",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","California","Alpine",0
"189",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"723","California","Amador",0
"190",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2051","California","Butte",0
"191",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1065","California","Calaveras",0
"192",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1590","California","Colusa",0
"193",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1723","California","Contra Costa",0
"194",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2208","California","Del Norte",0
"195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"187","California","El Dorado",0
"196",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1761","California","Fresno",0
"197",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1285","California","Glenn",0
"198",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2544","California","Humboldt",0
"199",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2631","California","Imperial",0
"200",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1133","California","Inyo",0
"201",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2693","California","Kern",0
"202",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2249","California","Kings",0
"203",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2167","California","Lake",0
"204",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2976","California","Lassen",0
"205",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1186","California","Los Angeles",0
"206",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1249","California","Madera",0
"207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1998","California","Marin",0
"208",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1077","California","Mariposa",0
"209",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2250","California","Mendocino",0
"210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1141","California","Merced",0
"211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2731","California","Modoc",0
"212",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2358","California","Mono",0
"213",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"306","California","Monterey",0
"214",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1965","California","Napa",0
"215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"515","California","Nevada",0
"216",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1273","California","Orange",0
"217",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1064","California","Placer",0
"218",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1941","California","Plumas",0
"219",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2705","California","Riverside",0
"220",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2212","California","Sacramento",0
"221",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"114","California","San Benito",0
"222",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"703","California","San Bernardino",0
"223",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2671","California","San Diego",0
"224",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3004","California","San Francisco",0
"225",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1793","California","San Joaquin",0
"226",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"776","California","San Luis Obispo",0
"227",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2955","California","San Mateo",0
"228",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2608","California","Santa Barbara",0
"229",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2760","California","Santa Clara",0
"230",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"861","California","Santa Cruz",0
"231",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"844","California","Shasta",0
"232",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"155","California","Sierra",0
"233",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1396","California","Siskiyou",0
"234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1895","California","Solano",0
"235",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2096","California","Sonoma",0
"236",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1743","California","Stanislaus",0
"237",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2024","California","Sutter",0
"238",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"51","California","Tehama",0
"239",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"52","California","Trinity",0
"240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1776","California","Tulare",0
"241",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"21","California","Tuolumne",0
"242",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"985","California","Ventura",0
"243",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1603","California","Yolo",0
"244",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2220","California","Yuba",0
"245",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1995","Colorado","Adams",0
"246",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"596","Colorado","Alamosa",0
"247",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1250","Colorado","Arapahoe",0
"248",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"125","Colorado","Archuleta",0
"249",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3227","Colorado","Baca",0
"250",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"996","Colorado","Bent",0
"251",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2221","Colorado","Boulder",0
"252",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2750","Colorado","Broomfield",0
"253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2303","Colorado","Chaffee",0
